Year,Condition,Geography Level,Geography Value,FIPS,Annual Case Count,Incidence Rate
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Sussex,51183,1,9.3
2024,"Hepatitis C, chronic",State,Virginia,NA,4115,47.2
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Tazewell,51185,11,28.1
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Warren,51187,3,7.2
2024,"Hepatitis C, perinatal infection",Health Planning Region,Central,NA,3,3.6
2024,Giardiasis,Locality,Giles,51071,0,0
2024,Giardiasis,Locality,Gloucester,51073,0,0
2024,Giardiasis,Locality,Goochland,51075,1,3.7
2024,Giardiasis,Locality,Grayson,51077,0,0
2024,Giardiasis,Locality,Greene,51079,0,0
2024,Giardiasis,Locality,Greensville,51081,0,0
2024,Giardiasis,Locality,Halifax,51083,0,0
2024,Giardiasis,Locality,Hanover,51085,0,0
2024,Giardiasis,Locality,Henrico,51087,9,2.7
2024,Giardiasis,Locality,Henry,51089,0,0
2024,Giardiasis,Locality,Highland,51091,0,0
2024,Giardiasis,Locality,Isle of Wight,51093,1,2.5
2024,Giardiasis,Locality,James City,51095,2,2.4
2024,Giardiasis,Locality,King and Queen,51097,0,0
2024,Giardiasis,Locality,King George,51099,0,0
2024,Giardiasis,Locality,King William,51101,0,0
2024,Giardiasis,Locality,Lancaster,51103,0,0
2024,Giardiasis,Locality,Lee,51105,1,4.6
2024,Giardiasis,Locality,Loudoun,51107,13,3
2024,Giardiasis,Locality,Louisa,51109,1,2.4
2024,Giardiasis,Locality,Lunenburg,51111,1,8.3
2024,Giardiasis,Locality,Madison,51113,0,0
2024,Giardiasis,Locality,Mathews,51115,0,0
2024,Giardiasis,Locality,Mecklenburg,51117,2,6.5
2024,Giardiasis,Locality,Middlesex,51119,0,0
2024,Giardiasis,Locality,Montgomery,51121,2,2
2024,Giardiasis,Locality,Nelson,51125,1,6.8
2024,Giardiasis,Locality,New Kent,51127,1,3.8
2024,Giardiasis,Locality,Northampton,51131,0,0
2024,Giardiasis,Locality,Northumberland,51133,0,0
2024,Giardiasis,Locality,Nottoway,51135,0,0
2024,Giardiasis,Locality,Orange,51137,4,10.4
2024,Giardiasis,Locality,Page,51139,0,0
2024,Giardiasis,Locality,Patrick,51141,1,5.7
2024,Giardiasis,Locality,Pittsylvania,51143,1,1.7
2024,Giardiasis,Locality,Powhatan,51145,0,0
2024,Giardiasis,Locality,Prince Edward,51147,0,0
2024,Giardiasis,Locality,Prince George,51149,2,4.7
2024,Giardiasis,Locality,Prince William,51153,12,2.5
2024,Giardiasis,Locality,Pulaski,51155,4,11.9
2024,Giardiasis,Locality,Rappahannock,51157,0,0
2024,Giardiasis,Locality,Richmond County,51159,0,0
2024,Giardiasis,Locality,Roanoke County,51161,0,0
2024,Giardiasis,Locality,Rockbridge,51163,1,4.5
2024,Giardiasis,Locality,Rockingham,51165,0,0
2024,Giardiasis,Locality,Russell,51167,1,3.9
2024,Giardiasis,Locality,Scott,51169,2,9.3
2024,Giardiasis,Locality,Shenandoah,51171,0,0
2024,Giardiasis,Locality,Smyth,51173,4,13.7
2024,Giardiasis,Locality,Southampton,51175,0,0
2024,Giardiasis,Locality,Spotsylvania,51177,1,0.7
2024,Giardiasis,Locality,Stafford,51179,3,1.8
2024,Giardiasis,Locality,Surry,51181,0,0
2024,Giardiasis,Locality,Sussex,51183,0,0
2024,Giardiasis,Locality,Tazewell,51185,2,5.1
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Washington,51191,2,3.7
2024,"Hepatitis C, perinatal infection",Health Planning Region,Eastern,NA,1,0.9
2024,Giardiasis,Locality,Warren,51187,0,0
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Westmoreland,51193,1,5.3
2024,"Hepatitis C, perinatal infection",Health Planning Region,Northern,NA,1,0.7
2024,Giardiasis,Locality,Washington,51191,1,1.9
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Wise,51195,1,2.8
2024,"Hepatitis C, perinatal infection",Health Planning Region,Northwest,NA,0,0
2024,Giardiasis,Locality,Westmoreland,51193,0,0
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Wythe,51197,8,28.5
2024,"Hepatitis C, perinatal infection",Health Planning Region,Southwest,NA,4,6.4
2024,Giardiasis,Locality,Wise,51195,2,5.7
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,York,51199,2,2.8
2024,"Hepatitis C, perinatal infection",State,Virginia,NA,9,2.3
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Alexandria,51510,17,11
2024,Human immunodeficiency virus (HIV),Locality,Accomack,51001,13,39.1
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Bristol,51520,2,11.9
2024,Human immunodeficiency virus (HIV),Locality,Albemarle,51003,11,9.5
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Buena Vista City,51530,0,0
2024,Human immunodeficiency virus (HIV),Locality,Alleghany,51005,0,0
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Charlottesville,51540,13,28.9
2024,Human immunodeficiency virus (HIV),Locality,Amelia,51007,0,0
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Chesapeake,51550,4,1.6
2024,Human immunodeficiency virus (HIV),Locality,Amherst,51009,3,9.6
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Colonial Heights,51570,0,0
2024,Human immunodeficiency virus (HIV),Locality,Appomattox,51011,1,5.9
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Covington,51580,0,0
2024,Human immunodeficiency virus (HIV),Locality,Arlington,51013,17,7.3
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Danville,51590,1,2.4
2024,Human immunodeficiency virus (HIV),Locality,Augusta,51015,1,1.3
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Emporia,51595,0,0
2024,Human immunodeficiency virus (HIV),Locality,Bath,51017,0,0
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Fairfax City,51600,3,11.9
2024,Human immunodeficiency virus (HIV),Locality,Bedford,51019,3,3.7
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Falls Church,51610,0,0
2024,Human immunodeficiency virus (HIV),Locality,Bland,51021,0,0
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Franklin City,51620,0,0
2024,Human immunodeficiency virus (HIV),Locality,Botetourt,51023,1,2.9
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Fredericksburg,51630,3,10.4
2024,Human immunodeficiency virus (HIV),Locality,Brunswick,51025,2,12.7
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Galax,51640,1,14.9
2024,Human immunodeficiency virus (HIV),Locality,Buchanan,51027,0,0
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Hampton,51650,5,3.6
2024,Human immunodeficiency virus (HIV),Locality,Buckingham,51029,1,5.9
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Harrisonburg,51660,5,9.8
2024,Human immunodeficiency virus (HIV),Locality,Campbell,51031,6,10.9
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Hopewell,51670,1,4.4
2024,Human immunodeficiency virus (HIV),Locality,Caroline,51033,3,9.2
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Lexington,51678,0,0
2024,Human immunodeficiency virus (HIV),Locality,Carroll,51035,1,3.4
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Lynchburg,51680,2,2.5
2024,Human immunodeficiency virus (HIV),Locality,Charles City,51036,2,30.3
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Manassas City,51683,16,37.5
2024,Human immunodeficiency virus (HIV),Locality,Charlotte,51037,0,0
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Manassas Park,51685,4,24.4
2024,Human immunodeficiency virus (HIV),Locality,Chesterfield,51041,40,10.4
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Martinsville,51690,0,0
2024,Human immunodeficiency virus (HIV),Locality,Clarke,51043,0,0
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Newport News,51700,0,0
2024,Human immunodeficiency virus (HIV),Locality,Craig,51045,0,0
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Norfolk,51710,3,1.3
2024,Human immunodeficiency virus (HIV),Locality,Culpeper,51047,4,7.3
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Norton,51720,0,0
2024,Human immunodeficiency virus (HIV),Locality,Cumberland,51049,2,20.2
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Petersburg,51730,1,3
2024,Human immunodeficiency virus (HIV),Locality,Dickenson,51051,0,0
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Poquoson,51735,1,7.9
2024,Giardiasis,Locality,Wythe,51197,6,21.3
2024,Giardiasis,Locality,York,51199,1,1.4
2024,Giardiasis,Locality,Alexandria,51510,6,3.9
2024,Giardiasis,Locality,Bristol,51520,0,0
2024,Giardiasis,Locality,Buena Vista City,51530,0,0
2024,Giardiasis,Locality,Charlottesville,51540,8,17.8
2024,Giardiasis,Locality,Chesapeake,51550,5,2
2024,Giardiasis,Locality,Colonial Heights,51570,0,0
2024,Giardiasis,Locality,Covington,51580,0,0
2024,Giardiasis,Locality,Danville,51590,2,4.8
2024,Giardiasis,Locality,Emporia,51595,0,0
2024,Giardiasis,Locality,Fairfax City,51600,1,4
2024,Giardiasis,Locality,Falls Church,51610,1,6.8
2024,Giardiasis,Locality,Franklin City,51620,0,0
2024,Giardiasis,Locality,Fredericksburg,51630,1,3.5
2024,Giardiasis,Locality,Galax,51640,0,0
2024,Giardiasis,Locality,Hampton,51650,2,1.5
2024,Giardiasis,Locality,Harrisonburg,51660,1,2
2024,Giardiasis,Locality,Hopewell,51670,0,0
2024,Giardiasis,Locality,Lexington,51678,0,0
2024,Giardiasis,Locality,Lynchburg,51680,0,0
2024,Giardiasis,Locality,Manassas City,51683,3,7
2024,Giardiasis,Locality,Manassas Park,51685,0,0
2024,Giardiasis,Locality,Martinsville,51690,0,0
2024,Giardiasis,Locality,Newport News,51700,6,3.3
2024,Giardiasis,Locality,Norfolk,51710,4,1.7
2024,Human immunodeficiency virus (HIV),Locality,Dinwiddie,51053,5,17.6
2024,Giardiasis,Locality,Norton,51720,0,0
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Portsmouth,51740,1,1
2024,Human immunodeficiency virus (HIV),Locality,Essex,51057,1,9.4
2024,Giardiasis,Locality,Petersburg,51730,1,3
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Radford,51750,1,5.9
2024,Human immunodeficiency virus (HIV),Locality,Fairfax,51059,68,6
2024,Giardiasis,Locality,Poquoson,51735,3,23.7
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Richmond City,51760,15,6.5
2024,Human immunodeficiency virus (HIV),Locality,Fauquier,51061,1,1.3
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Roanoke City,51770,4,4.1
2024,Giardiasis,Locality,Portsmouth,51740,1,1
2024,Human immunodeficiency virus (HIV),Locality,Floyd,51063,0,0
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Salem,51775,3,11.7
2024,Giardiasis,Locality,Radford,51750,1,5.9
2024,Human immunodeficiency virus (HIV),Locality,Fluvanna,51065,1,3.5
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Staunton,51790,0,0
2024,Giardiasis,Locality,Richmond City,51760,8,3.5
2024,Human immunodeficiency virus (HIV),Locality,Franklin County,51067,2,3.6
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Suffolk,51800,0,0
2024,Human immunodeficiency virus (HIV),Locality,Frederick,51069,2,2.1
2024,Giardiasis,Locality,Roanoke City,51770,2,2.1
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Virginia Beach,51810,16,3.5
2024,Human immunodeficiency virus (HIV),Locality,Giles,51071,1,6.1
2024,Giardiasis,Locality,Salem,51775,1,3.9
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Waynesboro,51820,1,4.3
2024,Human immunodeficiency virus (HIV),Locality,Gloucester,51073,0,0
2024,Giardiasis,Locality,Staunton,51790,1,3.9
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Williamsburg,51830,3,18.9
2024,Giardiasis,Locality,Suffolk,51800,2,2
2024,Human immunodeficiency virus (HIV),Locality,Goochland,51075,0,0
2024,Shiga toxin-producing Escherichia coli Infection (STEC),Locality,Winchester,51840,0,0
2024,Giardiasis,Locality,Virginia Beach,51810,7,1.5
2024,Human immunodeficiency virus (HIV),Locality,Grayson,51077,0,0
2024,Shiga toxin-producing Escherichia coli Infection (STEC),State,Virginia,NA,647,7.4
2024,Giardiasis,Locality,Waynesboro,51820,2,8.6
2024,Shigellosis,Locality,Accomack,51001,0,0
2024,Human immunodeficiency virus (HIV),Locality,Greene,51079,0,0
2024,Human immunodeficiency virus (HIV),Locality,Greensville,51081,2,18
2024,Shigellosis,Locality,Albemarle,51003,9,7.8
2024,Human immunodeficiency virus (HIV),Locality,Halifax,51083,8,23.9
2024,Shigellosis,Locality,Alleghany,51005,0,0
2024,Human immunodeficiency virus (HIV),Locality,Hanover,51085,4,3.5
2024,Shigellosis,Locality,Amelia,51007,0,0
2024,Human immunodeficiency virus (HIV),Locality,Henrico,51087,52,15.5
2024,Shigellosis,Locality,Amherst,51009,2,6.4
2024,Human immunodeficiency virus (HIV),Locality,Henry,51089,2,4
2024,Shigellosis,Locality,Appomattox,51011,0,0
2024,Human immunodeficiency virus (HIV),Locality,Highland,51091,0,0
2024,Human immunodeficiency virus (HIV),Locality,Isle of Wight,51093,4,9.8
2024,Shigellosis,Locality,Arlington,51013,25,10.7
2024,Shigellosis,Locality,Augusta,51015,0,0
2024,Human immunodeficiency virus (HIV),Locality,James City,51095,2,2.4
2024,Shigellosis,Locality,Bath,51017,0,0
2024,Human immunodeficiency virus (HIV),Locality,King and Queen,51097,1,14.9
2024,Shigellosis,Locality,Bedford,51019,2,2.5
2024,Human immunodeficiency virus (HIV),Locality,King George,51099,2,7
2024,Shigellosis,Locality,Bland,51021,0,0
2024,Human immunodeficiency virus (HIV),Locality,King William,51101,0,0
2024,Shigellosis,Locality,Botetourt,51023,1,2.9
2024,Human immunodeficiency virus (HIV),Locality,Lancaster,51103,0,0
2024,Shigellosis,Locality,Brunswick,51025,0,0
2024,Human immunodeficiency virus (HIV),Locality,Lee,51105,0,0
2024,Shigellosis,Locality,Buchanan,51027,0,0
2024,Human immunodeficiency virus (HIV),Locality,Loudoun,51107,25,5.7
2024,Shigellosis,Locality,Buckingham,51029,0,0
2024,Human immunodeficiency virus (HIV),Locality,Louisa,51109,0,0
2024,Human immunodeficiency virus (HIV),Locality,Lunenburg,51111,1,8.3
2024,Shigellosis,Locality,Campbell,51031,0,0
2024,Human immunodeficiency virus (HIV),Locality,Madison,51113,0,0
2024,Shigellosis,Locality,Caroline,51033,0,0
2024,Human immunodeficiency virus (HIV),Locality,Mathews,51115,0,0
2024,Shigellosis,Locality,Carroll,51035,0,0
2024,Human immunodeficiency virus (HIV),Locality,Mecklenburg,51117,3,9.8
2024,Shigellosis,Locality,Charles City,51036,0,0
2024,Human immunodeficiency virus (HIV),Locality,Middlesex,51119,0,0
2024,Shigellosis,Locality,Charlotte,51037,0,0
2024,Human immunodeficiency virus (HIV),Locality,Montgomery,51121,2,2
2024,Shigellosis,Locality,Chesterfield,51041,11,2.9
2024,Human immunodeficiency virus (HIV),Locality,Nelson,51125,0,0
2024,Shigellosis,Locality,Clarke,51043,1,6.5
2024,Human immunodeficiency virus (HIV),Locality,New Kent,51127,1,3.8
2024,Shigellosis,Locality,Craig,51045,0,0
2024,Human immunodeficiency virus (HIV),Locality,Northampton,51131,2,16.6
2024,Shigellosis,Locality,Culpeper,51047,2,3.6
2024,Human immunodeficiency virus (HIV),Locality,Northumberland,51133,0,0
2024,Shigellosis,Locality,Cumberland,51049,0,0
2024,Shigellosis,Locality,Dickenson,51051,0,0
2024,Human immunodeficiency virus (HIV),Locality,Nottoway,51135,0,0
2024,Shigellosis,Locality,Dinwiddie,51053,1,3.5
2024,Human immunodeficiency virus (HIV),Locality,Orange,51137,1,2.6
2024,Shigellosis,Locality,Essex,51057,2,18.9
2024,Human immunodeficiency virus (HIV),Locality,Page,51139,2,8.4
2024,Shigellosis,Locality,Fairfax,51059,76,6.7
2024,Human immunodeficiency virus (HIV),Locality,Patrick,51141,0,0
2024,Shigellosis,Locality,Fauquier,51061,3,4
2024,Human immunodeficiency virus (HIV),Locality,Pittsylvania,51143,1,1.7
2024,Shigellosis,Locality,Floyd,51063,1,6.4
2024,Human immunodeficiency virus (HIV),Locality,Powhatan,51145,1,3.1
2024,Shigellosis,Locality,Fluvanna,51065,0,0
2024,Human immunodeficiency virus (HIV),Locality,Prince Edward,51147,4,18.1
2024,Giardiasis,Locality,Williamsburg,51830,2,12.6
2024,Giardiasis,Locality,Winchester,51840,2,7.2
2024,Giardiasis,State,Virginia,NA,236,2.7
2024,Gonorrhea,Locality,Accomack,51001,21,63.2
2024,Gonorrhea,Locality,Albemarle,51003,80,69.2
2024,Gonorrhea,Locality,Alleghany,51005,4,27.4
2024,Gonorrhea,Locality,Amelia,51007,10,74.2
2024,Gonorrhea,Locality,Amherst,51009,15,47.8
2024,Gonorrhea,Locality,Appomattox,51011,10,59.3
2024,Gonorrhea,Locality,Arlington,51013,400,170.8
2024,Gonorrhea,Locality,Augusta,51015,30,38.3
2024,Gonorrhea,Locality,Bath,51017,2,49.4
2024,Gonorrhea,Locality,Bedford,51019,43,52.7
2024,Gonorrhea,Locality,Bland,51021,1,16.2
2024,Gonorrhea,Locality,Botetourt,51023,15,44
2024,Gonorrhea,Locality,Brunswick,51025,16,101.6
2024,Gonorrhea,Locality,Buchanan,51027,0,0
2024,Gonorrhea,Locality,Buckingham,51029,18,106
2024,Gonorrhea,Locality,Campbell,51031,46,83.2
2024,Gonorrhea,Locality,Caroline,51033,29,88.8
2024,Gonorrhea,Locality,Carroll,51035,10,34.2
2024,Gonorrhea,Locality,Charles City,51036,6,90.8
2024,Gonorrhea,Locality,Charlotte,51037,10,88.2
2024,Gonorrhea,Locality,Chesterfield,51041,605,157.6
2024,Gonorrhea,Locality,Clarke,51043,5,32.3
2024,Gonorrhea,Locality,Craig,51045,1,20.6
2024,Gonorrhea,Locality,Culpeper,51047,32,58.2
2024,Gonorrhea,Locality,Cumberland,51049,7,70.9
2024,Gonorrhea,Locality,Dickenson,51051,2,14.7
2024,Gonorrhea,Locality,Dinwiddie,51053,65,229.3
2024,Gonorrhea,Locality,Essex,51057,18,169.8
2024,Gonorrhea,Locality,Fairfax,51059,975,85.4
2024,Shigellosis,Locality,Franklin County,51067,0,0
2024,Gonorrhea,Locality,Fauquier,51061,30,39.9
2024,Human immunodeficiency virus (HIV),Locality,Prince George,51149,4,9.3
2024,Gonorrhea,Locality,Floyd,51063,2,12.8
2024,Shigellosis,Locality,Frederick,51069,1,1
2024,Human immunodeficiency virus (HIV),Locality,Prince William,51153,60,12.3
2024,Shigellosis,Locality,Giles,51071,0,0
2024,Gonorrhea,Locality,Fluvanna,51065,14,49.2
2024,Human immunodeficiency virus (HIV),Locality,Pulaski,51155,1,3
2024,Shigellosis,Locality,Gloucester,51073,0,0
2024,Gonorrhea,Locality,Franklin County,51067,31,55.8
2024,Human immunodeficiency virus (HIV),Locality,Rappahannock,51157,0,0
2024,Shigellosis,Locality,Goochland,51075,0,0
2024,Human immunodeficiency virus (HIV),Locality,Richmond County,51159,1,10.9
2024,Shigellosis,Locality,Grayson,51077,0,0
2024,Human immunodeficiency virus (HIV),Locality,Roanoke County,51161,2,2.1
2024,Gonorrhea,Locality,Frederick,51069,35,36.5
2024,Shigellosis,Locality,Greene,51079,0,0
2024,Gonorrhea,Locality,Giles,51071,2,12.2
2024,Human immunodeficiency virus (HIV),Locality,Rockbridge,51163,0,0
2024,Shigellosis,Locality,Greensville,51081,0,0
2024,Human immunodeficiency virus (HIV),Locality,Rockingham,51165,4,4.6
2024,Gonorrhea,Locality,Gloucester,51073,16,39.9
2024,Shigellosis,Locality,Halifax,51083,2,6
2024,Human immunodeficiency virus (HIV),Locality,Russell,51167,1,3.9
2024,Gonorrhea,Locality,Goochland,51075,15,55.2
2024,Shigellosis,Locality,Hanover,51085,4,3.5
2024,Human immunodeficiency virus (HIV),Locality,Scott,51169,0,0
2024,Gonorrhea,Locality,Grayson,51077,0,0
2024,Shigellosis,Locality,Henrico,51087,9,2.7
2024,Human immunodeficiency virus (HIV),Locality,Shenandoah,51171,3,6.6
2024,Gonorrhea,Locality,Greene,51079,14,65.7
2024,Shigellosis,Locality,Henry,51089,0,0
2024,Human immunodeficiency virus (HIV),Locality,Smyth,51173,2,6.8
2024,Gonorrhea,Locality,Greensville,51081,7,62.9
2024,Shigellosis,Locality,Highland,51091,0,0
2024,Human immunodeficiency virus (HIV),Locality,Southampton,51175,0,0
2024,Shigellosis,Locality,Isle of Wight,51093,0,0
2024,Human immunodeficiency virus (HIV),Locality,Spotsylvania,51177,5,3.3
2024,Shigellosis,Locality,James City,51095,1,1.2
2024,Human immunodeficiency virus (HIV),Locality,Stafford,51179,11,6.6
2024,Shigellosis,Locality,King and Queen,51097,0,0
2024,Human immunodeficiency virus (HIV),Locality,Surry,51181,0,0
2024,Shigellosis,Locality,King George,51099,0,0
2024,Human immunodeficiency virus (HIV),Locality,Sussex,51183,1,9.3
2024,Shigellosis,Locality,King William,51101,0,0
2024,Human immunodeficiency virus (HIV),Locality,Tazewell,51185,4,10.2
2024,Shigellosis,Locality,Lancaster,51103,0,0
2024,Human immunodeficiency virus (HIV),Locality,Warren,51187,3,7.2
2024,Shigellosis,Locality,Lee,51105,1,4.6
2024,Human immunodeficiency virus (HIV),Locality,Washington,51191,1,1.9
2024,Shigellosis,Locality,Loudoun,51107,24,5.5
2024,Human immunodeficiency virus (HIV),Locality,Westmoreland,51193,2,10.5
2024,Shigellosis,Locality,Louisa,51109,3,7.3
2024,Human immunodeficiency virus (HIV),Locality,Wise,51195,3,8.5
2024,Shigellosis,Locality,Lunenburg,51111,0,0
