X,Y,LATITUDE,LONGITUDE,PARAMETERS,OBJECTID,STREAM_NAME,STATION_DESCRIPTION,STATION,SURVEY_PROGRAM_CODES,STA_LV1_CODE,LV1_DESCRIPTION,STA_LV2_CODE,LV2_DESCRIPTION,STA_LV3_CODE,LV3_DESCRIPTION,STA_LV4_CODE,LV4_DESCRIPTION,STA_LV5_CODE,LV5_DESCRIPTION,HUC_12,HUC_12_NAME,VAHU5,VAHU6,DOWNSTREAM_HUC_12,VADEQ_ADMIN_REGION,MONITORING_REGION,STATION_ALIAS,STATION_COMMENT,FIRST_SAMPLE_DATE,LAST_SAMPLE_DATE,SAMPLE_COUNT,FIRST_FISH_DATE,LAST_FISH_DATE,FISH_COUNT,FIRST_BENTHIC_DATE,LAST_BENTHIC_DATE,BENTHIC_N,WQX_DESCRIPTION,WQX_LOCATION
-8692320.5944,4529670.2617,37.646944444,-78.084444444,"AW=Nutrients, Bacteria, Field_Parameters.",49,Muddy Creek,"Muddy Creek, Rt. 684 Bridge",2-MUY001.23,AW,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,AWTSHD,Ambient Watershed Station,,,,,020802050402,Muddy Creek,JM-S,JM71,020802050403,Piedmont,PRO,,,08/26/1994,01/02/2025,65,,,,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8737219.4557,4528498.7251,37.638611111,-78.487777778,"AW=Nutrients, Bacteria, Field_Parameters.",50,Muddy Creek,Muddy Cr @ Rt 651,2-MYC000.50,AW,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,AWTSHD,Ambient Watershed Station,,,,,020802031401,Slate River-Joshua Creek,JM-N,JM55,020802031402,Piedmont,PRO,,,07/11/2005,12/10/2020,32,,,,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8746434.2358,4517921.7919,37.563333334,-78.570555556,"AW=Nutrients, Bacteria, Field_Parameters.",51,North River,"North River, Rt. 648 Bridge",2-NTH001.65,AW,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,AWTSHD,Ambient Watershed Station,,,,,020802031302,North River-Meadow Creek,JM-M,JM52,020802031303,Piedmont,PRO,,PL-20B PRO Hog Farm SS,09/21/1994,12/11/2019,107,,,,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8912938.1996,4552158.4017,37.806725,-80.066286111,"AW=Nutrients, Bacteria, Field_Parameters.",52,Ogle Creek,Rt 159 Bridge,2-OGL000.23,AW,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,AWTSHD,Ambient Watershed Station,,,,,020802010303,Ogle Creek-Johnsons Creek,JU-C,JU14,020802010304,Blue Ridge,BRRO,,,10/11/2001,12/17/2019,36,,,,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8822490.2104,4514992.5541,37.542472,-79.253778,"AW=Nutrients, Bacteria, Field_Parameters.",53,Pedlar River,Pedlar River @ Rt. 130 Elon Road,2-POL003.66,AW,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,AWTSHD,Ambient Watershed Station,,,,,020802030203,Pedlar River-Horsley Creek,JM-B,JM06,020802030301,Blue Ridge,BRRO,Pedlar River,,01/23/2020,12/22/2020,12,,,,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8668943.5014,4507940.1098,37.492222222,-77.874444445,"AW=Nutrients, Bacteria, Field_Parameters.",54,Rocky Ford Creek,"Rocky Ford Creek, Rt. 603 Bridge",2-RFD002.58,AW,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,AWTSHD,Ambient Watershed Station,,,,,020802070602,Rocky Ford Creek,JA-F,JA22,020802070603,Piedmont,PRO,,,12/09/1994,01/02/2025,88,,,,03/30/2015,10/08/2015,4,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8760411.0163,4486021.5768,37.335833333,-78.696111111,"AW=Nutrients, Bacteria, Field_Parameters.",55,Rough Creek,Rt. 627 Bridge,2-RGH000.35,AW,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,AWTSHD,Ambient Watershed Station,,,,,020802070202,Appomattox River-Suanee Creek,JA-B,JA02,020802070203,Blue Ridge,PRO,,,08/08/2001,12/11/2019,45,,,,03/19/2013,10/09/2013,6,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8776243.1217,4529435.9439,37.645277778,-78.838333334,"AW=Nutrients, Bacteria, Field_Parameters.",56,Rucker Run,Rt. 654 Bridge (Nelson County),2-RKR000.02,AW,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,SSTUDY,Special Study Station,,,,,020802030702,Rucker Run,JM-G,JM32,020802030703,Valley,VRO,,,08/05/1991,12/06/2023,123,,,,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8708369.1545,4527132.0984,37.628888889,-78.228611112,"AW=Nutrients, Bacteria, Field_Parameters.",57,Randolph Creek,Randolph Creek @ Rt. 613 Bridge,2-RND000.32,AW,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,AWTSHD,Ambient Watershed Station,,,,,020802050302,Randolph Creek,JM-R,JM69,020802050303,Piedmont,PRO,,,08/20/2003,12/10/2020,39,,,,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8730188.7022,4602515.2672,38.163263889,-78.424619444,"AW=Nutrients, Bacteria, Field_Parameters.",58,"Rivanna River, North Fork",Rt. 606 Bridge,2-RRN010.92,AW,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,AWTSHD,Ambient Watershed Station,GAGE,Station with stream gage,,,020802040303,North Fork Rivanna River-Jacobs Run,JR-C,JR11,020802040305,Valley,VRO,,"Coord. DHS 28Feb01; Collocated with gauge 02032640",06/16/1998,11/02/2023,118,,,,10/24/2018,11/02/2023,15,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8734374.6243,4593758.58,38.101388889,-78.462222222,"AW=Nutrients, Bacteria, Field_Parameters.",59,"Rivanna River, South Fork",Ustream Of Rt. 29 Bridge,2-RRS003.12,AW,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,AWTSHD,Ambient Watershed Station,,,,,020802040203,South Fork Rivanna River,JR-B,JR08,020802040401,Valley,VRO,,,04/19/1979,06/27/2019,360,,,,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8733044.9748,4607953.8512,38.201666666,-78.450277778,"AW=Nutrients, Bacteria, Field_Parameters.",60,Swift Run,Rt. 605 Bridge (Albemarle County),2-SFR000.60,AW,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,AWTSHD,Ambient Watershed Station,,,BIO,Biological Monitoring Site,020802040302,Swift Run,JR-C,JR10,020802040303,Valley,VRO,,,08/01/1991,11/12/2024,107,,,,03/25/2003,06/12/2024,23,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8640433.3429,4496566.3485,37.411111111,-77.618333333,"AW=Nutrients, Bacteria, Field_Parameters.",61,Swift Creek,"Swift Creek, Rt. 654 Bridge",2-SFT027.38,AW,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,SSTUDY,Special Study Station,,,,,020802070902,Swift Creek-Third Branch,JA-I,JA42,020802070904,Piedmont,PRO,,,07/08/1994,01/02/2025,14,,,,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8735240.4425,4536194.2199,37.693333333,-78.47,"AW=Nutrients, Bacteria, Field_Parameters.",62,Sharps Creek,Sharps Cr @ Rt 721,2-SHR004.96,AW,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,SSTUDY,Special Study Station,,,,,020802031402,Slate River-Sharps Creek,JM-N,JM56,020802031403,Piedmont,PRO,,2008 SLATE TMDL,07/19/2005,06/27/2006,12,,,,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8751660.0674,4508134.9735,37.493611111,-78.6175,"AW=Nutrients, Bacteria, Field_Parameters.",63,Slate River,Slate River @ Rt 746,2-SLT036.92,AW,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,SSTUDY,Special Study Station,,,,,020802031301,Slate River-Grease Creek,JM-M,JM51,020802031303,Piedmont,PRO,,,07/19/2005,12/10/2020,24,,,,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8676649.2839,4524938.0601,37.613277777,-77.943666667,"AW=Nutrients, Bacteria, Field_Parameters.",64,Solomons Creek,Solomons Creek At Rt. 621,2-SOL001.00,AW,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,AWTSHD,Ambient Watershed Station,,,,,020802050501,James River-Solomons Creek,JM-T,JM75,020802050504,Piedmont,PRO,,"for 2007 watershed cycle; Watershed changed from H37R to H33R - JVP 8/19/09",01/30/2007,01/02/2025,27,,,,10/23/2008,10/23/2008,1,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8931935.7984,4532677.8077,37.668333334,-80.236944445,"AW=Nutrients, Bacteria, Field_Parameters.",65,Sweet Spring Creek,Rt. 603 Bridge At Earlehurst,2-SSC000.25,AW,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,AWTSHD,Ambient Watershed Station,,,,,020802010301,Cove Creek-Sweet Springs Creek,JU-C,JU12,020802010302,Blue Ridge,BRRO,,,07/06/1999,12/16/2019,64,,,,04/15/2002,04/15/2002,1,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8682224.5351,4519755.4009,37.576388889,-77.99375,"AW=Nutrients, Bacteria, Field_Parameters.",66,Stegers Creek,"Stegers Cr, End Of Rt. 625 Between Lakes",2-STG000.79,AW,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,AWTSHD,Ambient Watershed Station,,,,,020802050405,Deep Creek-Sallee Creek,JM-S,JM74,020802050501,Piedmont,PRO,,"2009 AW site; Watershed changed from H39R to H33R - JVP 8/20/09",09/29/2008,01/02/2025,36,,,,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8822168.596,4560129.512,37.863277778,-79.250888889,"AW=Nutrients, Bacteria, Field_Parameters.",67,South River,608 Br @ Marlbrook Upstr Of Marlbrook Ck,2-STH011.28,AW,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,AWTSHD,Ambient Watershed Station,,,,,020802020402,Upper South River,JU-S,JU78,020802020404,Valley,VRO,,,01/29/2009,12/20/2010,12,,,,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8742105.1445,4518819.0496,37.569722222,-78.531666667,"AW=Nutrients, Bacteria, Field_Parameters.",68,Troublesome Creek,Troublesome Creek @ Rt. 631,2-TBM000.80,AW,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,SSTUDY,Special Study Station,,,,,020802031303,Slate River-Horsepen Creek,JM-M,JM53,020802031401,Piedmont,PRO,,Formerly PL-1B,10/30/1997,12/10/2020,47,,,,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8794425.3052,4552854.6856,37.811666666,-79.001666667,"AW=Nutrients, Bacteria, Field_Parameters.",69,Tye River,"Rt. 680 Bridge, Cub Creek Rd.",2-TYE029.94,AW,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,AWTSHD,Ambient Watershed Station,,,,,020802030502,Tye River-Cub Creek,JM-E,JM22,020802030504,Valley,VRO,,,08/09/2001,12/18/2008,25,,,,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8576610.1682,4467253.9221,37.201666666,-77.045,"AW=Nutrients, Bacteria, Field_Parameters.",70,Upper Chippokes Creek,Upper Chippokes Creek At Rt. 10,2-UCK007.73,AW,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,AWTSHD,Ambient Watershed Station,,,,,020802060303,Upper Chippokes Creek,JL-C,JL14,020802060304,Piedmont,PRO,,,05/17/2005,12/03/2014,23,,,,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8628342.8093,4523970.0191,37.606388889,-77.509722222,"AW=Nutrients, Bacteria, Field_Parameters.",71,Upham Brook,Upham Brook At Bethlehem Rd.,2-UPM008.76,AW,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,SSTUDY,Special Study Station,,,,,020802060403,Upham Brook,JL-D,JL18,020802060501,Piedmont,PRO,,James River bacterial TMDL station 2006,01/23/2006,01/02/2025,29,,,,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8782860.4469,4509966.8692,37.506666667,-78.897777777,"AW=Nutrients, Bacteria, Field_Parameters.",72,Wreck Island Creek,"Route 605 Bridge, Near Riverville-Appoma",2-WIC000.40,AW,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,AWTSHD,Ambient Watershed Station,,,,,020802030404,Wreck Island Creek,JM-D,JM16,020802030405,Blue Ridge,BRRO,,,09/27/1988,12/22/2020,116,,,,09/18/2000,09/18/2000,1,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8787189.5383,4510122.79,37.507777778,-78.936666667,"AW=Nutrients, Bacteria, Field_Parameters.",73,Walker Ford Creek,Walker Ford Cr @ Rt 622,2-WKF000.72,AW,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,AWTSHD,Ambient Watershed Station,,,,,020802030403,James River-Christian Mill Creek,JM-D,JM15,020802030405,Blue Ridge,BRRO,,,01/16/2007,12/16/2019,38,,,,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8883047.9887,4553872.3854,37.818888889,-79.797777778,"AW=Nutrients, Bacteria, Field_Parameters.",74,Wilson Creek,Rt. 632 Br. (Golf Course View),2-WLN000.36,AW,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,AWTSHD,Ambient Watershed Station,,,,,020802010506,Wilson Creek,JU-E,JU23,020802010507,Blue Ridge,VRO,,,08/16/2001,12/02/2019,72,,,,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8779656.9194,4515487.8795,37.546,-78.869,"AW=Nutrients, Bacteria, Field_Parameters.",75,Rte 622,Rte 622,2BANC000.09,AW,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,AWTSHD,Ambient Watershed Station,,,,,020802030405,James River-Allens Creek,JM-D,JM17,020802030802,Blue Ridge,BRRO,,,01/15/2013,12/16/2019,24,,,,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8579918.8308,4583703.9308,38.030277778,-77.074722222,"AW=Nutrients, Bacteria, Field_Parameters.",76,Black Water Swamp,Black Water Sw At Rt 635,3-BLK002.54,AW,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,AWTSHD,Ambient Watershed Station,,,,,020801040304,Occupacia Creek,RA-N,RA55,020801040305,Piedmont,PRO,,"2006 TMDL station; watershed corrected 2/8/06 by JVP",07/21/2003,12/01/2020,34,,,,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8707311.6192,4638155.2747,38.414555556,-78.219111111,"AW=Nutrients, Bacteria, Field_Parameters.",77,Deep Run,Rt. # 638  (Hebron Church Rd),3-DRN001.81,AW,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,AWTSHD,Ambient Watershed Station,,,,,020801030904,Robinson River-Deep Run,RA-I,RA34,020801030906,Northern,NVRO,,"Water shed station fy06 - jst. Citizen monitoring FU to 3DRN-M6-SOS, VAN-E15R_DRN01A04 CY16 - LDF",07/12/2005,12/01/2020,20,,,,03/10/2016,10/13/2016,4,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8580469.2438,4591090.7889,38.082527778,-77.079666666,"AW=Nutrients, Bacteria, Field_Parameters.",78,Elmwood Creek,Elmwood Creek At Rt. 640,3-ELM002.92,AW,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,TMDL,Total Maximum Daily Load Station,,,,,020801040302,Elmwood Creek,RA-N,RA53,020801040303,Piedmont,PRO,,Elmwood Creek  Natural ph site 2011,01/31/2011,12/01/2020,51,,,,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8533598.5433,4557928.9861,37.84767,-76.65862,"AW=Nutrients, Bacteria, Field_Parameters.",79,Farnham Creek,"Farnham Cr., Rt. 608 Bridge",3-FAM002.62,AW,ESTURY,Station sample at estuary (freshwater mix with saltwater),AMBNT,Monitor ambient conditions of environment,AWTSHD,Ambient Watershed Station,,,,,020801040503,Farnham Creek,RA-P,RA65,020801040504,Piedmont,PRO,,,04/10/1995,12/07/2020,79,,,,,,,Estuary,"a partially enclosed coastal body of brackish water with one or more rivers or streams flowing into it, and with a free connection to the open sea Estuaries form a transition zone between river environments and maritime environments. The sea water entering the estuary is diluted by the fresh water flowing from rivers and streams."
-8595930.2842,4604035.4218,38.174,-77.218555555,"AW=Nutrients, Bacteria, Field_Parameters.",80,Goldenvale Creek,Rt. # 17  (Tidewater Trail),3-GLL001.98,AW,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,TMDL,Total Maximum Daily Load Station,,,,,020801040203,Rappahannock River-Goldenvale Creek,RA-M,RA51,020801040301,Northern,NVRO,,"Water shed station FY06/07,  CY18  ; TMDL CY11  -  jst",07/14/2005,12/05/2018,33,,,,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8552104.4193,4572482.5382,37.950833333,-76.824861112,"AW=Nutrients, Bacteria, Field_Parameters.",81,Little Carter Creek,Little Carter Creek At Rt. 360,3-LIE003.62,AW,ESTURY,Station sample at estuary (freshwater mix with saltwater),AMBNT,Monitor ambient conditions of environment,AWTSHD,Ambient Watershed Station,,,,,020801040406,Rappahannock River-Little Carter Creek,RA-O,RA62,020801040504,Piedmont,PRO,,2009 Aw site,02/02/2009,12/07/2020,24,,,,,,,Estuary,"a partially enclosed coastal body of brackish water with one or more rivers or streams flowing into it, and with a free connection to the open sea Estuaries form a transition zone between river environments and maritime environments. The sea water entering the estuary is diluted by the fresh water flowing from rivers and streams."
-8540771.4765,4572325.6818,37.949722222,-76.723055555,"AW=Nutrients, Bacteria, Field_Parameters.",82,Little Totuskey,Little Totuskey Creek At Rt. 697,3-LIK002.12,AW,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,AWTSHD,Ambient Watershed Station,,,,,020801040501,Little Totuskey Creek,RA-P,RA63,020801040502,Piedmont,PRO,,Changed from E to R and from Estuary to Stream by JVP based on discussion with MSA (1/26/07).,06/21/2001,12/07/2020,74,,,,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
